"Nombre del anuncio","Entrega del anuncio",Resultados,"Indicador de resultado","Costo por resultados","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (USD)",Impresiones,Alcance,Finalización,"Configuración de atribución",Puja,"Tipo de puja","Último cambio significativo","Clasificación de calidad","Clasificación del porcentaje de interacción","Clasificación del porcentaje de conversiones","Nombre del conjunto de anuncios","ROAS de resultados","Indicador de valor de resultado","Tasa de resultados","Valor de resultados",Frecuencia,"Costo por mil cuentas del centro de cuentas alcanzadas (USD)","CPM (costo por mil impresiones) (USD)",Espectadores,Visualizaciones,"Reproducciones de video","Costo por ThruPlay (USD)","Costo por reproducción de video de 3 segundos (USD)","Costo por reproducción de video continua de 2 segundos (USD)",ThruPlays,"Reproducciones de video de 3 segundos",unique_video_continuous_2_sec_watched_actions:video_view,"Reproducciones de video continuas de 2 segundos","Clics (todos)",shop_clicks,"Clics en Business AI","Clics en el enlace","Clics en la foto","Clics salientes","Clics salientes únicos","Costo por clic único (todos) (USD)","Costo por clic único en el enlace (USD)","CPC (costo por clic en el enlace) (USD)","CPC (todos) (USD)","CTR (porcentaje de clics en el enlace)","CTR (todos)","CTR único (porcentaje de clics en el enlace)","CTR único (todos)","Porcentaje de clics salientes","Porcentaje de clics salientes únicos","Clics únicos (todos)","Clics únicos en el enlace","Costo por clic saliente (USD)","Costo por clic saliente único (USD)","Costo por visita a la página de destino (USD)","Visitas a la página de destino del sitio web","Visitas al perfil de Instagram","Costo por Me gusta (USD)","Me gusta en Facebook","Seguimientos de Instagram","Comentarios de publicaciones","Costo por interacción con la página (USD)",instagram_upcoming_event_reminders_set,"Reacciones a publicaciones","Costo por interacción con una publicación (USD)",cost_per_action_type:group_join,"Costo por respuesta al evento (USD)",ar_effect_share:ar_effect_share,"Interacción con la página","Interacciones con la publicación","Registros de visitas","Respuestas a eventos",actions:group_join,"Veces que se compartieron las publicaciones","Veces que se guardaron las publicaciones","Contactos de mensajes",onsite_conversion_returning_messaging_connection,"Costo por mensaje entregado",cost_per_action_type:onsite_conversion.messaging_user_subscribed,actions:onsite_conversion.messaging_conversation_replied_7d,"Conversaciones con mensajes iniciadas","CTR de mensajes de marketing","Mensajes entregados","Mensajes de marketing leídos","Costo por contacto de mensajes (USD)"," (USD)",cost_per_onsite_conversion_returning_messaging_connection,"Costo por conversación con mensajes iniciada (USD)",actions:onsite_conversion.messaging_welcome_message_view,actions:onsite_conversion.messaging_user_subscribed,"Nuevos contactos de mensajes",actions:onsite_conversion.messaging_user_call_placed,actions:click_to_call_native_call_placed,actions:click_to_call_callback_request_submitted,Bloqueos,actions:click_to_call_native_20s_call_connect,actions:click_to_call_native_60s_call_connect,actions:onsite_conversion.messaging_20s_call_connect,actions:onsite_conversion.messaging_60s_call_connect,"Porcentaje de reproducciones de video de 3 segundos por impresiones","Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 95%","Reproducciones de video hasta el 100%","Tiempo promedio de reproducción del video","Entrega del conjunto de anuncios","Fecha de creación","Fecha de última edición","Inicio del informe",Inicio,"Fin del informe",Objetivo,"Identificador de la campaña","Nombre de la cuenta","Identificador del anuncio","Identificador del conjunto de anuncios","Identificador de la cuenta",url_tags,instant_experience_element_reach:instant_experience_element_impression,"Impresiones de actualización automática",instant_experience_element_impressions:instant_experience_element_impression,"Impresiones totales (incluye impresiones no válidas de tráfico no atribuible a personas)","Porcentaje de visualización de la experiencia instantánea","Tiempo de visualización de la experiencia instantánea","Costo por mejora de recuerdo del anuncio (USD)","Índice de mejora de recuerdo del anuncio","Mejora de recuerdo del anuncio","Clics para iniciar la experiencia instantánea","Clics para abrir la experiencia instantánea","Clics salientes de experiencia instantánea","Porcentaje de compras por clics en el enlace","Porcentaje de compras por visitas a la página de destino","Porcentaje de resultados por clics en el enlace","Porcentaje de visitas a la página de destino por clics en el enlace","Costo por retención de día 2 en la app para celulares (USD)","Costo por retención de día 7 en la app para celulares (USD)","Retención de día 2 en la app para celulares","Valor de conversión de compras promedio","Retención de día 7 en la app para celulares",CVR,Frecuencia,%,"Interacciones sin reproducciones mínimas","Sesion Exitosa","VTR (Thruplay)"
"[Buk] 23/10/2025 [1][Reel] IG [💡Tip Buk: agua, reposo y un caramelo que brinde esa sensación de frescura que pide tu garganta 😉]",not_delivering,623,actions:post_engagement,0.00711075,1,Diario,4.43,5405,4053,2025-10-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2025-10-27T11:27:43-0500,-,-,-,"[Buk] Obj - Interacción  FB - Octubre 2025 - - Copia",,,11.52636448,,1.33358,1.093018,0.819611,4053,5420,,,,,,,,,655,,0,1,266,,,0.007286,4.43,4.43,0.006763,0.018501,12.118409,0.024673,15.001234,,,608,1,,,,,0,,,0,1,0.007111,,355,0.007111,,,,623,623,,,,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2025-10-27,2025-10-27,2025-10-01,2025-10-27,2025-10-31,Interacción,120234767927460055,Buk,120234769092160055,120234769092170055,3327383120855148,,,0,,5403,0,0,0.0443,2.46730817,100,0,0,,0,0,62300,0,,,,,,,1.33358006,0,623,0,0
"[Buk] 24/10/2025 [1][Post diseño] IG [¿Ya encontraste la respuesta? 🤔]",not_delivering,,,,1,Diario,0,0,0,2025-10-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2025-10-27T11:28:50-0500,-,-,-,"[Buk] Obj - Interacción IG   - Octubre 2025 - Copia 4",,,,,0,0,0,0,0,,,,,,,,,0,,0,,,,,0,,,0,,0,0,0,,,0,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2025-10-27,2025-10-27,2025-10-01,2025-10-27,2025-10-31,Interacción,120234767927460055,Buk,120234769125190055,120234769125200055,3327383120855148,,,0,,0,0,0,0,0,0,0,0,,0,0,,0,,,,,,,,,0,,
"[Buk] 24/10/2025 [1][Post diseño] IG [¿Ya encontraste la respuesta? 🤔]",not_delivering,294,actions:post_engagement,0.0147619,1,Diario,4.34,3649,2620,2025-10-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2025-10-27T11:29:36-0500,-,-,-,"[Buk] Obj - Interacción  FB - Octubre 2025 - - Copia 2",,,8.05700192,,1.392748,1.656489,1.189367,2617,3665,,,,,,,,,292,,0,,104,,,0.016074,,,0.014863,,8.002192,0,10.305344,,,270,,,,,,0,,,0,68,0.014762,,120,0.014762,,,,294,294,,,,2,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2025-10-27,2025-10-27,2025-10-01,2025-10-27,2025-10-31,Interacción,120234767927460055,Buk,120234769168680055,120234769168670055,3327383120855148,,,0,,3649,0,0,0.1085,1.52671756,40,0,0,,0,0,,0,,,,,,,1.39274809,0,294,,0
"[Buk] 27/10/2025 [1][Post diseño] IG [Para una noche de gritos y sustos necesita un héroe: ]",not_delivering,167,actions:post_engagement,0.02053892,1,Diario,3.43,735,573,2025-10-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2025-10-28T11:23:58-0500,-,-,-,"[Buk] 5. Obj - Interacción  FB - Octubre 2025 - - Copia 3",,,22.72108844,,1.282723,5.986038,4.666667,573,739,,,,,,,,,128,,0,,1,,,0.026797,,,0.026797,,17.414966,0,22.338569,,,128,,,,,,0,,,0,,0.020539,,166,0.020539,,,,167,167,,,,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2025-10-28,2025-10-28,2025-10-01,2025-10-28,2025-10-31,Interacción,120234767927460055,Buk,120234830789520055,120234830789530055,3327383120855148,,,0,,735,0,0,0.343,1.7452007,10,0,0,,0,0,,0,,,,,,,1.28272251,0,167,,0
"[Buk] 27/10/2025 [1][Post diseño] IG [Para una noche de gritos y sustos necesita un héroe: ]",not_delivering,82,actions:post_engagement,0.04158537,1,Diario,3.41,413,347,2025-10-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2025-10-28T11:25:03-0500,-,-,-,"[Buk] 5. Obj - Interacción IG   - Octubre 2025 - Copia 5",,,19.85472155,,1.190202,9.827089,8.256659,347,414,,,,,,,,,3,,0,,,,,1.136667,,,1.136667,,0.726392,0,0.864553,,,3,,,,,,3,,,1,,0.041585,,81,0.041585,,,,82,82,,,,,1,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2025-10-28,2025-10-28,2025-10-01,2025-10-28,2025-10-31,Interacción,120234767927460055,Buk,120234830843600055,120234830843590055,3327383120855148,,,0,,413,0,0,0.341,2.88184438,10,0,0,,0,0,,0,,,,,,,1.19020173,0,82,,0
"[Buk] 29/10/2025 [1][Post diseño] IG [📌 Última vez vista: Antes del concierto.]",not_delivering,133,actions:post_engagement,0.01661654,1,Diario,2.21,1408,1258,2025-10-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2025-10-29T15:07:19-0500,-,-,-,"[Buk] Obj - Interacción  FB - Octubre 2025 - - Copia 4",,,9.44602273,,1.119237,1.756757,1.569602,1258,1409,,,,,,,,,151,,0,,20,,,0.015034,,,0.014636,,10.724432,0,11.685215,,,147,,,,,,0,2.21,1,0,8,0.016493,,104,0.016617,,,,134,133,,,,,1,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2025-10-29,2025-10-29,2025-10-01,2025-10-29,2025-10-31,Interacción,120234767927460055,Buk,120234905297200055,120234905297210055,3327383120855148,,,0,,1408,0,0,0.1105,1.58982512,20,0,0,,0,0,,0,,,,,,,1.11923688,0,133,,0
"[Buk] 29/10/2025 [1][Post diseño] IG [📌 Última vez vista: Antes del concierto.]",not_delivering,105,actions:post_engagement,0.02104762,1,Diario,2.21,1569,1400,2025-10-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2025-10-29T15:08:23-0500,-,-,-,"[Buk]  Obj - Interacción IG   - Octubre 2025 - Copia 6",,,6.69216061,,1.120714,1.578571,1.40854,1400,1569,,,,,,,,,9,,0,,,,,0.245556,,,0.245556,,0.573614,0,0.642857,,,9,,,,,,8,,,0,,0.021048,,99,0.021048,,,,105,105,,,,3,3,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2025-10-29,2025-10-29,2025-10-01,2025-10-29,2025-10-31,Interacción,120234767927460055,Buk,120234905358590055,120234905358600055,3327383120855148,,,0,,1572,0,0,0.1105,1.42857143,20,0,0,,0,0,,0,,,,,,,1.12071429,0,105,,0
"[Buk] 10/10/2025 [1][Post diseño] IG [Todos necesitamos un compa que guarda la frescura en su cajón 💙]",not_delivering,67,actions:post_engagement,0.03298507,1,Diario,2.21,1288,998,2025-10-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2025-10-29T15:10:28-0500,-,-,-,"[Buk] Obj - Interacción  FB - Octubre 2025 - - Copia 5",,,5.20186335,,1.290581,2.214429,1.715839,998,1291,,,,,,,,,58,,0,1,1,,,0.038103,2.21,2.21,0.038103,0.07764,4.503106,0.1002,5.811623,,,58,1,,,,,0,,,0,,0.032985,,65,0.032985,,,,67,67,,,,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2025-10-29,2025-10-29,2025-10-01,2025-10-29,2025-10-31,Interacción,120234767927460055,Buk,120234905408200055,120234905408210055,3327383120855148,,,0,,1289,0,0,0.221,1.00200401,10,0,0,,0,0,6700,0,,,,,,,1.29058116,0,67,0,0
"[Buk] 10/10/2025 [1][Post diseño] IG [Todos necesitamos un compa que guarda la frescura en su cajón 💙]",not_delivering,34,actions:post_engagement,0.06588235,1,Diario,2.24,462,415,2025-10-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2025-10-29T15:11:36-0500,-,-,-,"[Buk]  Obj - Interacción IG   - Octubre 2025 - Copia 7",,,7.35930736,,1.113253,5.39759,4.848485,415,462,,,,,,,,,3,,0,,,,,0.746667,,,0.746667,,0.649351,0,0.722892,,,3,,,,,,3,,,1,,0.065882,,33,0.065882,,,,34,34,,,,,1,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2025-10-29,2025-10-29,2025-10-01,2025-10-29,2025-10-31,Interacción,120234767927460055,Buk,120234905438170055,120234905438180055,3327383120855148,,,0,,462,0,0,0.224,2.40963855,10,0,0,,0,0,,0,,,,,,,1.11325301,0,34,,0
"[Buk] 13/10/2025 [1][Post diseño] IG [Tu garganta está tratando de sobrevivir al cambio de estación ❄️☀️]",not_delivering,253,actions:post_engagement,0.00873518,1,Diario,2.21,1891,1746,2025-10-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2025-10-29T15:12:36-0500,-,-,-,"[Buk] Obj - Interacción  FB - Octubre 2025 - - Copia 6",,,13.37916446,,1.083047,1.26575,1.168694,1746,1898,,,,,,,,,241,,0,1,84,,,0.009364,2.21,2.21,0.00917,0.052882,12.74458,0.057274,13.516609,,,236,1,,,,,0,,,0,4,0.008735,,136,0.008735,,,,253,253,,,,23,5,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2025-10-29,2025-10-29,2025-10-01,2025-10-29,2025-10-31,Interacción,120234767927460055,Buk,120234905458520055,120234905458530055,3327383120855148,,,0,,1892,0,0,0.05525,2.29095074,40,0,0,,0,0,25300,0,,,,,,,1.08304696,0,253,0,0
