"ID de comentario","ID de usuario","Nombre de usuario","Apodo","Comentario","Hora de comentar","Digg Count","Author Digged","Conteo de respuestas","Fijado en la parte superior","Página de inicio del usuario"
"=""7619663122547032833""","=""6943355891522470917""","magya.huara","magya.huara","como o donde compra?","21/3/2026, 12:04:38","1","No","1","No","https://www.tiktok.com/@magya.huara"
"=""7619822752900301589""","=""7394489574749406214""","brubrupasta","Brunella Salerno","❤️🦋","21/3/2026, 22:24:17","2","Sí","0","No","https://www.tiktok.com/@brubrupasta"
