"ID de comentario","ID de usuario","Nombre de usuario","Apodo","Comentario","Hora de comentar","Digg Count","Author Digged","Conteo de respuestas","Fijado en la parte superior","Página de inicio del usuario"
"=""7623570884070605575""","=""7200792460887442437""","yannesarzo4","yannesarzo4","Amo el contenido 😍","1/4/2026, 1:48:58","2","Sí","1","No","https://www.tiktok.com/@yannesarzo4"
"=""7624621780183221013""","=""6891764297925297157""","www.janis.com","Mamá de Janis 👸Estefania","se puede usar en niñas de 11 años?","3/4/2026, 21:46:53","1","No","1","No","https://www.tiktok.com/@www.janis.com"
