"Nombre de la campaña","Entrega de la campaña",Resultados,"Indicador de resultado","Costo por resultados","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (USD)",Impresiones,Alcance,Finalización,"Configuración de atribución","ROAS de resultados","Indicador de valor de resultado","Tasa de resultados","Valor de resultados",Frecuencia,"Costo por mil cuentas del centro de cuentas alcanzadas (USD)","CPM (costo por mil impresiones) (USD)",Espectadores,Visualizaciones,"Reproducciones de video","Costo por ThruPlay (USD)","Costo por reproducción de video de 3 segundos (USD)","Costo por reproducción de video continua de 2 segundos (USD)",ThruPlays,"Reproducciones de video de 3 segundos",unique_video_continuous_2_sec_watched_actions:video_view,"Reproducciones de video continuas de 2 segundos","Clics (todos)",shop_clicks,"Clics en Business AI","Clics en el enlace","Clics en la foto","Clics salientes","Clics salientes únicos","Costo por clic único (todos) (USD)","Costo por clic único en el enlace (USD)","CPC (costo por clic en el enlace) (USD)","CPC (todos) (USD)","CTR (porcentaje de clics en el enlace)","CTR (todos)","CTR único (porcentaje de clics en el enlace)","CTR único (todos)","Porcentaje de clics salientes","Porcentaje de clics salientes únicos","Clics únicos (todos)","Clics únicos en el enlace","Costo por clic saliente (USD)","Costo por clic saliente único (USD)","Costo por visita a la página de destino (USD)","Visitas a la página de destino del sitio web","Visitas al perfil de Instagram","Costo por Me gusta (USD)","Me gusta en Facebook","Seguimientos de Instagram","Comentarios de publicaciones","Costo por interacción con la página (USD)",instagram_upcoming_event_reminders_set,"Reacciones a publicaciones","Costo por interacción con una publicación (USD)",cost_per_action_type:group_join,"Costo por respuesta al evento (USD)",ar_effect_share:ar_effect_share,"Interacción con la página","Interacciones con la publicación","Registros de visitas","Respuestas a eventos",actions:group_join,"Veces que se compartieron las publicaciones","Veces que se guardaron las publicaciones","Contactos de mensajes",onsite_conversion_returning_messaging_connection,"Costo por mensaje entregado",cost_per_action_type:onsite_conversion.messaging_user_subscribed,actions:onsite_conversion.messaging_conversation_replied_7d,"Conversaciones con mensajes iniciadas","CTR de mensajes de marketing","Mensajes entregados","Mensajes de marketing leídos","Costo por contacto de mensajes (USD)"," (USD)",cost_per_onsite_conversion_returning_messaging_connection,"Costo por conversación con mensajes iniciada (USD)",actions:onsite_conversion.messaging_welcome_message_view,actions:onsite_conversion.messaging_user_subscribed,"Nuevos contactos de mensajes",actions:onsite_conversion.messaging_user_call_placed,actions:click_to_call_native_call_placed,actions:click_to_call_callback_request_submitted,Bloqueos,actions:click_to_call_native_20s_call_connect,actions:click_to_call_native_60s_call_connect,actions:onsite_conversion.messaging_20s_call_connect,actions:onsite_conversion.messaging_60s_call_connect,"Porcentaje de reproducciones de video de 3 segundos por impresiones","Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 95%","Reproducciones de video hasta el 100%","Tiempo promedio de reproducción del video","Fecha de creación","Fecha de última edición","Inicio del informe",Inicio,"Fin del informe",Objetivo,"Tipo de compra","Identificador de la campaña","Nombre de la cuenta","Identificador de la cuenta",instant_experience_element_reach:instant_experience_element_impression,"Impresiones de actualización automática",instant_experience_element_impressions:instant_experience_element_impression,"Impresiones totales (incluye impresiones no válidas de tráfico no atribuible a personas)","Porcentaje de visualización de la experiencia instantánea","Tiempo de visualización de la experiencia instantánea","Costo por mejora de recuerdo del anuncio (USD)","Índice de mejora de recuerdo del anuncio","Mejora de recuerdo del anuncio","Clics para iniciar la experiencia instantánea","Clics para abrir la experiencia instantánea","Clics salientes de experiencia instantánea","Porcentaje de compras por clics en el enlace","Porcentaje de compras por visitas a la página de destino","Porcentaje de resultados por clics en el enlace","Porcentaje de visitas a la página de destino por clics en el enlace","Costo por retención de día 2 en la app para celulares (USD)","Costo por retención de día 7 en la app para celulares (USD)","Retención de día 2 en la app para celulares","Valor de conversión de compras promedio","Retención de día 7 en la app para celulares",CVR,Frecuencia,%,"Interacciones sin reproducciones mínimas","Sesion Exitosa","VTR (Thruplay)"
"Buk - Día de la madre",inactive,,,,"Con el presupuesto del conjunto de anuncios",0,0,0,0,"En curso","7 días tras clic o 1 día tras visualización",,,,,0,0,0,0,0,,,,,,,,,0,,0,,,,,0,,,0,,0,0,0,,,0,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,00:00:00,2024-05-12,2024-05-13,2026-02-01,2024-05-12,2026-02-28,Interacción,AUCTION,120208856205240055,Buk,3327383120855148,,0,,0,0,0,0,0,0,0,0,,0,0,,0,,,,,,,,,0,,
"[Buk] Obj - Interacción - Marzo 2025",inactive,,,,"Con el presupuesto del conjunto de anuncios",0,0,0,0,1969-12-31,-,,,,,0,0,0,0,0,,,,,,,,,0,,0,,,,,0,,,0,,0,0,0,,,0,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,00:00:00,2025-07-14,2025-07-14,2026-02-01,1969-12-31,2026-02-28,Interacción,AUCTION,120217493950490055,Buk,3327383120855148,,0,,0,0,0,0,0,0,0,0,,0,0,,0,,,,,,,,,0,,
"[Buk] Obj - Interacción - Diciembre 2025",inactive,,,,"Con el presupuesto del conjunto de anuncios",0,0,0,0,"En curso","7 días tras clic o 1 día tras visualización",,,,,0,0,0,0,0,,,,,,,,,0,,0,,,,,0,,,0,,0,0,0,,,0,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,00:00:00,2025-12-05,2026-01-05,2026-02-01,2025-12-05,2026-02-28,Interacción,AUCTION,120236788220160055,Buk,3327383120855148,,0,,0,0,0,0,0,0,0,0,,0,0,,0,,,,,,,,,0,,
"[Buk] Obj - Interacción - Enero  2026",inactive,46122,actions:post_engagement,0.0013228,"Con el presupuesto del conjunto de anuncios",0,61.01,81523,71687,"En curso","7 días tras clic o 1 día tras visualización",,,56.57544497,,1.137208,0.851061,0.748378,70995,89290,70990,0.003778,0.001354,,16150,45075,,,558,,0,133,,12,11,0.113401,0.465725,0.458722,0.109337,0.163144,0.684469,0.182739,0.750485,0.01472,0.015344,538,131,5.084167,5.546364,,,40,,,0,4,0.001323,,891,0.001323,,,,46122,46122,,,,5,14,,,0,,,,0,0,0,,,,,,,,,,,1,,,,,55.291145,28237,17260,11135,6780,5309,10,2026-01-06,2026-03-10,2026-02-01,2026-01-06,2026-02-28,Interacción,AUCTION,120238431945640055,Buk,3327383120855148,,0,,81525,0,0,0.02421032,3.51528171,2520,0,0,,0,0,34678.19548872,0,,,,,,,1.13720758,0,6356,0,0.1981036
"[Buk] Obj - Interacción - Marzo / Febrero  2026",inactive,465584,actions:post_engagement,0.0019596,"Con el presupuesto del conjunto de anuncios",0,912.36,1163139,727538,"En curso","7 días tras clic o 1 día tras visualización",,,40.02823394,,1.598733,1.254038,0.784395,720457,1253974,779766,0.009021,0.002092,,101132,436151,,,8235,,0,1153,7,1,1,0.118074,0.80455,0.791292,0.110791,0.099128,0.707998,0.155868,1.062075,8.6E-5,0.000137,7727,1134,912.36,912.36,,,567,182.472,5,7,47,0.00196,,27185,0.00196,,,,465589,465584,,,,728,313,,,0,,,,0,0,0,,,,,,,,,,,10,,,,,37.497754,345901,201183,105379,45459,36191,7,2026-02-03,2026-04-08,2026-02-01,2026-02-03,2026-02-28,Interacción,AUCTION,120239397673820055,Buk,3327383120855148,,0,,1194295,0,0,0.03693765,3.39501167,24700,0,0,,0,0,40380.2254987,0,,,,,,,1.59873299,0,65624,0,0.08694748
