"Nombre del anuncio","Entrega del anuncio",Resultados,"Indicador de resultado","Costo por resultados","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (USD)",Impresiones,Alcance,Finalización,"Configuración de atribución",Puja,"Tipo de puja","Último cambio significativo","Clasificación de calidad","Clasificación del porcentaje de interacción","Clasificación del porcentaje de conversiones","Nombre del conjunto de anuncios","ROAS de resultados","Indicador de valor de resultado","Tasa de resultados","Valor de resultados",Frecuencia,"Costo por mil cuentas del centro de cuentas alcanzadas (USD)","CPM (costo por mil impresiones) (USD)",Espectadores,Visualizaciones,"Reproducciones de video","Costo por ThruPlay (USD)","Costo por reproducción de video de 3 segundos (USD)","Costo por reproducción de video continua de 2 segundos (USD)",ThruPlays,"Reproducciones de video de 3 segundos",unique_video_continuous_2_sec_watched_actions:video_view,"Reproducciones de video continuas de 2 segundos","Clics (todos)",shop_clicks,"Clics en Business AI","Clics en el enlace","Clics en la foto","Clics salientes","Clics salientes únicos","Costo por clic único (todos) (USD)","Costo por clic único en el enlace (USD)","CPC (costo por clic en el enlace) (USD)","CPC (todos) (USD)","CTR (porcentaje de clics en el enlace)","CTR (todos)","CTR único (porcentaje de clics en el enlace)","CTR único (todos)","Porcentaje de clics salientes","Porcentaje de clics salientes únicos","Clics únicos (todos)","Clics únicos en el enlace","Costo por clic saliente (USD)","Costo por clic saliente único (USD)","Costo por visita a la página de destino (USD)","Visitas a la página de destino del sitio web","Visitas al perfil de Instagram","Costo por Me gusta (USD)","Me gusta en Facebook","Seguimientos de Instagram","Comentarios de publicaciones","Costo por interacción con la página (USD)",instagram_upcoming_event_reminders_set,"Reacciones a publicaciones","Costo por interacción con una publicación (USD)",cost_per_action_type:group_join,"Costo por respuesta al evento (USD)",ar_effect_share:ar_effect_share,"Interacción con la página","Interacciones con la publicación","Registros de visitas","Respuestas a eventos",actions:group_join,"Veces que se compartieron las publicaciones","Veces que se guardaron las publicaciones","Contactos de mensajes",onsite_conversion_returning_messaging_connection,"Costo por mensaje entregado",cost_per_action_type:onsite_conversion.messaging_user_subscribed,actions:onsite_conversion.messaging_conversation_replied_7d,"Conversaciones con mensajes iniciadas","CTR de mensajes de marketing","Mensajes entregados","Mensajes de marketing leídos","Costo por contacto de mensajes (USD)"," (USD)",cost_per_onsite_conversion_returning_messaging_connection,"Costo por conversación con mensajes iniciada (USD)",actions:onsite_conversion.messaging_welcome_message_view,actions:onsite_conversion.messaging_user_subscribed,"Nuevos contactos de mensajes",actions:onsite_conversion.messaging_user_call_placed,actions:click_to_call_native_call_placed,actions:click_to_call_callback_request_submitted,Bloqueos,actions:click_to_call_native_20s_call_connect,actions:click_to_call_native_60s_call_connect,actions:onsite_conversion.messaging_20s_call_connect,actions:onsite_conversion.messaging_60s_call_connect,"Porcentaje de reproducciones de video de 3 segundos por impresiones","Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 95%","Reproducciones de video hasta el 100%","Tiempo promedio de reproducción del video","Entrega del conjunto de anuncios","Fecha de creación","Fecha de última edición","Inicio del informe",Inicio,"Fin del informe",Objetivo,"Identificador de la campaña","Nombre de la cuenta","Identificador del anuncio","Identificador del conjunto de anuncios","Identificador de la cuenta",url_tags,instant_experience_element_reach:instant_experience_element_impression,"Impresiones de actualización automática",instant_experience_element_impressions:instant_experience_element_impression,"Impresiones totales (incluye impresiones no válidas de tráfico no atribuible a personas)","Porcentaje de visualización de la experiencia instantánea","Tiempo de visualización de la experiencia instantánea","Costo por mejora de recuerdo del anuncio (USD)","Índice de mejora de recuerdo del anuncio","Mejora de recuerdo del anuncio","Clics para iniciar la experiencia instantánea","Clics para abrir la experiencia instantánea","Clics salientes de experiencia instantánea","Porcentaje de compras por clics en el enlace","Porcentaje de compras por visitas a la página de destino","Porcentaje de resultados por clics en el enlace","Porcentaje de visitas a la página de destino por clics en el enlace","Costo por retención de día 2 en la app para celulares (USD)","Costo por retención de día 7 en la app para celulares (USD)","Retención de día 2 en la app para celulares","Valor de conversión de compras promedio","Retención de día 7 en la app para celulares",CVR,Frecuencia,%,"Interacciones sin reproducciones mínimas","Sesion Exitosa","VTR (Thruplay)"
"[BUK] 24/03 - Reel - Player 1: Agua. Player 2: Buk",not_delivering,1509,actions:post_engagement,0.00169649,10,Diario,2.56,4315,4066,2026-03-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-10T12:30:46-0500,"Por debajo del promedio - 35% de los anuncios menos relevantes",Promedio,"Por encima del promedio","[BUK] Segmentos Jóvenes - FB",,,34.97103129,,1.06124,0.629611,0.593279,3936,4880,4194,0.003969,0.00171,,645,1497,,,37,,0,,,,,0.069189,,,0.069189,,0.857474,0,0.909985,,,37,,,,,,0,,,0,,0.001696,,12,0.001696,,,,1509,1509,,,,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,34.692932,964,642,464,388,299,7,completed,2026-03-25,2026-03-25,2026-03-01,2026-03-10,2026-03-31,Interacción,120240665952090055,Buk,120241290889830055,120240666282360055,3327383120855148,,,0,,4315,0,0,0.01163636,5.41072307,220,0,0,,0,0,,0,,,,,,,1.06123955,0,311,,0.14947856
"[BUK] 26/03 - Reel -",not_delivering,49,actions:post_engagement,0.0244898,10,Diario,1.2,151,100,2026-03-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-10T12:03:30-0500,-,-,-,"[BUK] Segmentos de Seguidores",,,32.45033113,,1.51,12,7.94702,96,157,140,0.092308,0.028571,,13,42,,,0,,0,,,,,0,,,0,,0,0,0,,,0,,,,,,0,,,0,,0.02449,,5,0.02449,,,,49,49,,,,1,1,,,0,,,,0,0,0,,,,,,,,,,,,,,,,27.81457,15,10,10,10,8,6,completed,2026-03-30,2026-03-30,2026-03-01,2026-03-10,2026-03-31,Interacción,120240665952090055,Buk,120241593086360055,120240665952050055,3327383120855148,,,0,,151,0,0,0.12,10,10,0,0,,0,0,,0,,,,,,,1.51,0,15,,0.08609272
"[BUK] 28/03 - Reel - - No es exageración, es experie",not_delivering,140,actions:post_engagement,0.0255,10,Diario,3.57,490,227,2026-03-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-10T12:03:30-0500,-,-,-,"[BUK] Segmentos de Seguidores",,,28.57142857,,2.15859,15.726872,7.285714,225,476,439,0.1275,0.02856,,28,125,,,1,,0,,,,,3.57,,,3.57,,0.204082,0,0.440529,,,1,,,,,,2,,,0,,0.0255,,13,0.0255,,,,140,140,,,,1,1,,,0,,,,0,0,0,,,,,,,,,,,,,,,,25.510204,66,31,21,11,11,4,completed,2026-03-30,2026-03-30,2026-03-01,2026-03-10,2026-03-31,Interacción,120240665952090055,Buk,120241593099210055,120240665952050055,3327383120855148,,,0,,490,0,0,0.119,13.21585903,30,0,0,,0,0,,0,,,,,,,2.15859031,0,26,,0.05714286
"[BUK] 30/03 - Reel - - ¿Ya estás contando los días pa",not_delivering,1,actions:post_engagement,0.08,10,Diario,0.08,9,9,2026-03-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-10T12:03:30-0500,-,-,-,"[BUK] Segmentos de Seguidores",,,11.11111111,,1,8.888889,8.888889,9,9,,,,,,,,,0,,0,,,,,0,,,0,,0,0,0,,,0,,,,,,0,,,0,,0.08,,1,0.08,,,,1,1,,,,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,00:00:00,completed,2026-03-30,2026-03-30,2026-03-01,2026-03-10,2026-03-31,Interacción,120240665952090055,Buk,120241593106220055,120240665952050055,3327383120855148,,,0,,9,0,0,0.08,11.11111111,1,0,0,,0,0,,0,,,,,,,1,0,1,,0
"[BUK] 30/03 - Carrsel - ¿Ya estás contando los días",not_delivering,,,,20,Diario,0,0,0,2026-03-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-10T12:32:09-0500,-,-,-,"[BUK] Segmentos Jóvenes - IG",,,,,0,0,0,0,0,,,,,,,,,0,,0,,,,,0,,,0,,0,0,0,,,0,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,00:00:00,completed,2026-03-30,2026-03-30,2026-03-01,2026-03-10,2026-03-31,Interacción,120240665952090055,Buk,120241593127550055,120240666519970055,3327383120855148,,,0,,0,0,0,0,0,0,0,0,,0,0,,0,,,,,,,,,0,,
"[BUK] Reel - 02/02 Pasar de 35°C a la congeladora de la oficina es un atentado biológico. 🥵❄️ Que el choque térmico no te rompa la garganta. Activa tu escudo con BUK Naranja 🍊🛡️ #ChoqueTermico #OficinaCongelada #BukTeSalva #Verano #BukNaranja",not_delivering,38107,actions:post_engagement,0.00135592,10,Diario,51.67,79616,77831,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-12T09:26:34-0500,Promedio,"Por debajo del promedio - 35% de los anuncios menos relevantes","Por encima del promedio","[BUK] 1. IG - Publico Objetivo  Golosinas",,,47.86349477,,1.022934,0.663874,0.64899,75796,86669,77111,0.007127,0.001366,,7250,37837,,,65,,0,,,,,0.794923,,,0.794923,,0.081642,0,0.083514,,,65,,,,,,56,,,0,3,0.001356,,227,0.001356,,,,38107,38107,,,,19,21,,,0,,,,0,0,0,,,,,,,,,,,1,,,,,47.524367,29303,14986,8004,3972,3656,6,not_delivering,2026-02-03,2026-02-03,2026-03-01,2026-02-03,2026-03-31,Interacción,120239397673820055,Buk,120239397702400055,120239397702390055,3327383120855148,,,0,,79616,0,0,0.02296444,2.89087896,2250,0,0,,0,0,,0,,,,,,,1.02293431,0,3926,,0.0910621
"[BUK] Reel - 30/01 Elegir el camino correcto es difícil... a menos que el camino tenga sabor a menta. ❄️ Mejor lleva tu ""aire acondicionado de bolsillo"" con tus caramelos Buk 🌿 #Buk #Tos #Pinguino",not_delivering,1566,actions:post_engagement,0.03304598,10,Diario,51.75,21288,14381,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-12T09:26:21-0500,Promedio,"Por debajo del promedio - 35% de los anuncios menos relevantes",Promedio,"[BUK] 2. IG - Publico Objetivo  Golosinas",,,7.35625705,,1.480286,3.598498,2.430947,14381,21313,,,,,,,,,24,,0,1,,,,2.15625,51.75,51.75,2.15625,0.004697,0.11274,0.006954,0.166887,,,24,1,,,,,10,,,0,4,0.033046,,1543,0.033046,,,,1566,1566,,,,9,9,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2026-02-03,2026-02-03,2026-03-01,2026-02-03,2026-03-31,Interacción,120239397673820055,Buk,120239397821150055,120239397821140055,3327383120855148,,,0,,21319,0,0,0.06809211,5.28475071,760,0,0,,0,0,156600,0,,,,,,,1.48028649,0,1566,0,0
"[BUK] Reel - 02/02 Pasar de 35°C a la congeladora de la oficina es un atentado biológico. 🥵❄️ Que el choque térmico no te rompa la garganta. Activa tu escudo con BUK Naranja 🍊🛡️ #ChoqueTermico #OficinaCongelada #BukTeSalva #Verano #BukNaranja",not_delivering,68534,actions:post_engagement,0.00076911,10,Diario,52.71,120949,107894,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-03T11:30:13-0500,Promedio,Promedio,"Por encima del promedio","[BUK] 1. FB - Publico Objetivo  Golosinas",,,56.66355241,,1.120998,0.488535,0.435804,106742,132502,119167,0.003345,0.000775,,15757,67989,,,1269,,0,200,,,,0.04317,0.264874,0.26355,0.041537,0.165359,1.049203,0.18444,1.131666,,,1221,199,,,,,0,52.71,1,0,3,0.000769,,309,0.000769,,,,68535,68534,,,,10,23,,,0,,,,0,0,0,,,,,,,,,,,4,,,,,56.212949,58122,34701,18071,8246,6704,7,not_delivering,2026-02-03,2026-02-03,2026-03-01,2026-02-03,2026-03-31,Interacción,120239397673820055,Buk,120239398083930055,120239398083920055,3327383120855148,,,0,,120956,0,0,0.03336076,1.46440024,1580,0,0,,0,0,34267,0,,,,,,,1.12099839,0,7249,0,0.13027805
"[BUK] Reel - 💀 El verdadero terror no es q - 04/02 BB",not_delivering,,,,3,Diario,0,0,0,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-09T17:47:00-0500,-,-,-,"[BUK] 2. FB - Publico Objetivo  Golosinas",,,,,0,0,0,0,0,,,,,,,,,0,,0,,,,,0,,,0,,0,0,0,,,0,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,00:00:00,inactive,2026-02-09,2026-04-08,2026-03-01,2026-02-09,2026-03-31,Interacción,120239397673820055,Buk,120239610069770055,120239610069760055,3327383120855148,,,0,,0,0,0,0,0,0,0,0,,0,0,,0,,,,,,,,,0,,
"[BUK] Reel - 💀 El verdadero terror no es q - 04/02",not_delivering,5406,actions:post_engagement,0.00971698,10,Diario,52.53,79592,66004,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-12T09:25:30-0500,"Por debajo del promedio - 35% de los anuncios menos relevantes","Por debajo del promedio - 35% de los anuncios menos relevantes",Promedio,"[BUK] 3. IG - Publico Objetivo  Golosinas",,,6.79213991,,1.205866,0.795861,0.659991,66004,79607,,,,,,,,,75,,0,1,,,,0.7004,52.53,52.53,0.7004,0.001256,0.094231,0.001515,0.113629,,,75,1,,,,,62,,,0,,0.009717,,5244,0.009717,,,,5406,5406,,,,145,16,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2026-02-09,2026-04-08,2026-03-01,2026-02-09,2026-03-31,Interacción,120239397673820055,Buk,120239610112580055,120239610112570055,3327383120855148,,,0,,79614,0,0,0.01982264,4.01490819,2650,0,0,,0,0,540600,0,,,,,,,1.20586631,0,5406,0,0
"[BUK] Reel - POV: Es 2006, tienes el MP3 - 11/02",not_delivering,,,,3,Diario,0,0,0,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-11T12:49:58-0500,-,-,-,"[BUK] 4. IG - Publico Objetivo  Golosinas",,,,,0,0,0,0,0,,,,,,,,,0,,0,,,,,0,,,0,,0,0,0,,,0,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,00:00:00,inactive,2026-02-11,2026-04-08,2026-03-01,2026-02-11,2026-03-31,Interacción,120239397673820055,Buk,120239689210620055,120239689210630055,3327383120855148,,,0,,0,0,0,0,0,0,0,0,,0,0,,0,,,,,,,,,0,,
"[BUK] Reel - POV: Es 2006, tienes el MP3 - 11/02",not_delivering,,,,3,Diario,0,0,0,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-11T12:52:36-0500,-,-,-,"[BUK] 3. FB - Publico Objetivo  Golosinas",,,,,0,0,0,0,0,,,,,,,,,0,,0,,,,,0,,,0,,0,0,0,,,0,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,00:00:00,inactive,2026-02-11,2026-04-08,2026-03-01,2026-02-11,2026-03-31,Interacción,120239397673820055,Buk,120239689289700055,120239689289690055,3327383120855148,,,0,,0,0,0,0,0,0,0,0,,0,0,,0,,,,,,,,,0,,
"[BUK] Reel - Spoiler: la mejor respuesta e- 12/02",inactive,,,,3,Diario,0,0,0,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-13T19:13:42-0500,-,-,-,"[BUK] 5. IG - Publico Objetivo  Golosinas",,,,,0,0,0,0,0,,,,,,,,,0,,0,,,,,0,,,0,,0,0,0,,,0,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,00:00:00,inactive,2026-02-13,2026-04-08,2026-03-01,2026-02-13,2026-03-31,Interacción,120239397673820055,Buk,120239769242870055,120239769242860055,3327383120855148,,,0,,0,0,0,0,0,0,0,0,,0,0,,0,,,,,,,,,0,,
"[BUK] Post - Manual rápido para domar las - 13/02",not_delivering,,,,3,Diario,0,0,0,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-13T19:16:32-0500,-,-,-,"[BUK] 6. IG - Publico Objetivo  Golosinas",,,,,0,0,0,0,0,,,,,,,,,0,,0,,,,,0,,,0,,0,0,0,,,0,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,00:00:00,inactive,2026-02-13,2026-04-08,2026-03-01,2026-02-13,2026-03-31,Interacción,120239397673820055,Buk,120239769273460055,120239769273450055,3327383120855148,,,0,,0,0,0,0,0,0,0,0,,0,0,,0,,,,,,,,,0,,
"[BUK] Post - POV: Tu garganta abandonó 14/02",not_delivering,13562,actions:post_engagement,0.00115912,3,Diario,15.72,20267,19460,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-20T08:58:50-0500,"Por debajo del promedio - 35% de los anuncios menos relevantes","Por debajo del promedio - 35% de los anuncios menos relevantes","Por encima del promedio","[BUK] 7. IG - Publico Objetivo  Golosinas",,,66.91666255,,1.04147,0.807811,0.775645,19143,21615,19590,0.003025,0.001173,,5197,13407,,,34,,0,,,,,0.462353,,,0.462353,,0.16776,0,0.174717,,,34,,,,,,25,,,0,2,0.001159,,143,0.001159,,,,13562,13562,,,,9,1,,,0,,,,0,0,0,,,,,,,,,,,,,,,,66.151873,6156,4072,3318,2471,1395,15,not_delivering,2026-02-20,2026-04-08,2026-03-01,2026-02-20,2026-03-31,Interacción,120239397673820055,Buk,120239964735740055,120239964735750055,3327383120855148,,,0,,20267,0,0,0.01917073,4.21377184,820,0,0,,0,0,,0,,,,,,,1.04146968,0,1550,,0.2564267
"[BUK] Post - No podemos desaparecer el - 19/02",not_delivering,618,actions:post_engagement,0.02527508,3,Diario,15.62,5420,3702,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-20T08:59:55-0500,"Por encima del promedio","Por debajo del promedio - 35% de los anuncios menos relevantes",Promedio,"[BUK] 8. IG - Publico Objetivo  Golosinas",,,11.40221402,,1.464073,4.219341,2.881919,3702,5427,,,,,,,,,6,,0,,,,,2.603333,,,2.603333,,0.110701,0,0.162075,,,6,,,,,,3,,,0,,0.025275,,607,0.025275,,,,618,618,,,,8,3,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,00:00:00,not_delivering,2026-02-20,2026-04-08,2026-03-01,2026-02-20,2026-03-31,Interacción,120239397673820055,Buk,120239964764170055,120239964764160055,3327383120855148,,,0,,5427,0,0,0.06508333,6.48298217,240,0,0,,0,0,,0,,,,,,,1.46407347,0,618,,0
"[BUK] Reel -  No podemos desaparecer el - 19/02",not_delivering,781,actions:post_engagement,0.01973111,3,Diario,15.41,29226,23767,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-02-20T09:01:16-0500,"Por encima del promedio",Promedio,Promedio,"[BUK] 4. FB - Publico Objetivo  Golosinas",,,2.67227811,,1.229688,0.648378,0.52727,23755,29258,,,,,,,,,737,,0,232,,,,0.021674,0.067293,0.066422,0.020909,0.793814,2.521727,0.963521,2.991543,,,711,229,,,,,0,,,0,1,0.019731,,540,0.019731,,,,781,781,,,,7,1,,,0,,,,0,0,0,,,,,,,,,,,5,,,,,,,,,,,00:00:00,not_delivering,2026-02-20,2026-04-08,2026-03-01,2026-02-20,2026-03-31,Interacción,120239397673820055,Buk,120239964779800055,120239964779810055,3327383120855148,,,0,,29235,0,0,0.02370769,2.7348845,650,0,0,,0,0,336.63793103,0,,,,,,,1.22968822,0,781,0,0
"[BUK] Reel - 27/03  El corazón sana, pero la gargan",inactive,375,actions:post_engagement,0.02938667,10,Diario,11.02,1501,375,2026-03-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-10T12:03:30-0500,-,-,-,"[BUK] Segmentos de Seguidores",,,24.98334444,,4.002667,29.386667,7.341772,373,1402,870,0.155211,0.032412,,71,340,,,8,,0,,,,,1.574286,,,1.3775,,0.532978,0,1.866667,,,7,,,,,,8,,,0,1,0.029387,,31,0.029387,,,,375,375,,,,2,1,,,0,,,,0,0,0,,,,,,,,,,,,,,,,22.651566,201,99,58,45,43,7,completed,2026-03-10,2026-03-16,2026-03-01,2026-03-10,2026-03-31,Interacción,120240665952090055,Buk,120240665951990055,120240665952050055,3327383120855148,,,0,,1504,0,0,0.2755,10.66666667,40,0,0,,0,0,,0,,,,,,,4.00266667,0,78,,0.0473018
"[BUK] Reel - 28/03  El profe se pasó de frío, pero m",inactive,385,actions:post_engagement,0.03264935,10,Diario,12.57,1693,355,2026-03-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-10T12:03:30-0500,-,-,-,"[BUK] Segmentos de Seguidores",,,22.74069699,,4.769014,35.408451,7.42469,348,1681,1007,0.149643,0.034917,,84,360,,,5,,0,,,,,3.1425,,,2.514,,0.295334,0,1.126761,,,4,,,,,,6,,,0,,0.032649,,24,0.032649,,,,385,385,,,,,1,,,0,,,,0,0,0,,,,,,,,,,,,,,,,21.264028,212,105,71,60,57,11,completed,2026-03-10,2026-03-16,2026-03-01,2026-03-10,2026-03-31,Interacción,120240665952090055,Buk,120240666181300055,120240665952050055,3327383120855148,,,0,,1693,0,0,0.31425,11.26760563,40,0,0,,0,0,,0,,,,,,,4.76901408,0,82,,0.04961607
"[BUK] Reel - 04/03  Encuentra tu sensación de alivio y frescura en tu botica o farmacia más cercana ☀️🥊 #Buk #Tos #CaramelosBuk #Verano",inactive,1231,actions:post_engagement,0.03419984,10,Diario,42.1,5215,454,2026-03-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-10T12:03:30-0500,"Por debajo del promedio - 10% de los anuncios menos relevantes","Por debajo del promedio - 20% de los anuncios menos relevantes",Promedio,"[BUK] Segmentos de Seguidores",,,23.60498562,,11.486784,92.731278,8.072867,449,5120,4267,0.158271,0.035348,,266,1191,,,15,,0,,,,,3.007143,,,2.806667,,0.287632,0,3.0837,,,14,,,,,,16,,,0,1,0.0342,,39,0.0342,,,,1231,1231,,,,,,,,0,,,1,0,0,0,,,,42.1,,,,,,,,,,,,22.837967,660,344,230,189,185,12,completed,2026-03-10,2026-03-25,2026-03-01,2026-03-10,2026-03-31,Interacción,120240665952090055,Buk,120240666220980055,120240665952050055,3327383120855148,,,0,,5224,0,0,0.70166667,13.21585903,60,0,0,,0,0,,0,,,,,,,11.48678414,0,225,,0.05100671
"[BUK] Reel - 06/03  ¿Confirmamos que es la mejor sensación del mundo? 🤤🏠 Un Buk y recién siento que me vuelve el alma al cuerpo ❄️🍬 #Buk #Tos #CaramelosBuk #Verano #Libertad #Calor",inactive,408,actions:post_engagement,0.0364951,10,Diario,14.89,1753,365,2026-03-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-10T12:03:30-0500,-,-,-,"[BUK] Segmentos de Seguidores",,,23.27438677,,4.80274,40.794521,8.49401,357,1679,1048,0.101293,0.039813,,147,374,,,8,,0,,,,,1.86125,,,1.86125,,0.456361,0,2.191781,,,8,,,,,,10,,,0,1,0.036495,,27,0.036495,,,,408,408,,,,4,2,,,0,,,,0,0,0,,,,,,,,,,,,,,,,21.334855,168,127,105,58,55,10,completed,2026-03-10,2026-03-16,2026-03-01,2026-03-10,2026-03-31,Interacción,120240665952090055,Buk,120240666241590055,120240665952050055,3327383120855148,,,0,,1753,0,0,0.2978,13.69863014,50,0,0,,0,0,,0,,,,,,,4.80273973,0,89,,0.08385625
"[BUK] Reel - 08/03  La verdadera multitasker, la que carga mil niveles a la vez. ¡En Buk sabemos que nada te debe frenar! Por eso, te damos la sensación de alivio y frescura para que sigas conquistando tu mundo 🚀 #MujerMultiplayer #BukParaTodas #NoLagDeGarganta #Buk #Tos #CaramelosBuk #VocesImparables #8Marzo #MujeresPeruanas #8M #PowerFemenino",inactive,57,actions:post_engagement,0.23736842,10,Diario,13.53,1450,272,2026-03-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-10T12:03:30-0500,"Por debajo del promedio - 20% de los anuncios menos relevantes","Por debajo del promedio - 35% de los anuncios menos relevantes","Por debajo del promedio - 20% de los anuncios menos relevantes","[BUK] Segmentos de Seguidores",,,3.93103448,,5.330882,49.742647,9.331034,272,1458,10,4.51,1.932857,,3,7,,,4,,0,,,,,3.3825,,,3.3825,,0.275862,0,1.470588,,,4,,,,,,4,,,0,,0.237368,,46,0.237368,,,,57,57,,,,,4,,,0,,,,0,0,0,,,,,,,,,,,,,,,,0.482759,3,2,2,1,1,12,completed,2026-03-10,2026-03-30,2026-03-01,2026-03-10,2026-03-31,Interacción,120240665952090055,Buk,120240666255630055,120240665952050055,3327383120855148,,,0,,1468,0,0,0.451,11.02941176,30,0,0,,0,0,,0,,,,,,,5.33088235,0,51,,0.00206897
"[BUK] Reel - 04/03  Encuentra tu sensación de alivio y frescura en tu botica o farmacia más cercana ☀️🥊 #Buk #Tos #CaramelosBuk #Verano",inactive,200531,actions:post_engagement,0.00046856,10,Diario,93.96,250427,230329,2026-03-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-10T12:30:46-0500,Promedio,"Por encima del promedio","Por encima del promedio","[BUK] Segmentos Jóvenes - FB",,,80.07563082,,1.087258,0.407938,0.375199,227654,277609,248382,0.001081,0.00047,,86958,199816,,,1531,,0,1,,,,0.061654,93.96,93.96,0.061372,0.000399,0.611356,0.000434,0.661662,,,1524,1,,,,,0,,,0,6,0.000469,,626,0.000469,,,,200531,200531,,,,,82,,,0,,,,0,0,0,,,,,,,,,,,,,,,,79.790118,170707,112291,79769,51951,23538,12,completed,2026-03-10,2026-03-25,2026-03-01,2026-03-10,2026-03-31,Interacción,120240665952090055,Buk,120240666282370055,120240666282360055,3327383120855148,,,0,,250432,0,0,0.00728372,5.60068424,12900,0,0,,0,0,20053100,0,,,,,,,1.08725779,0,24253,0,0.34723892
"[BUK] Reel - 08/03  La verdadera multitasker, la que carga mil niveles a la vez. ¡En Buk sabemos que nada te debe frenar! Por eso, te damos la sensación de alivio y frescura para que sigas conquistando tu mundo 🚀 #MujerMultiplayer #BukParaTodas #NoLagDeGarganta #Buk #Tos #CaramelosBuk #VocesImparables #8Marzo #MujeresPeruanas #8M #PowerFemenino",not_delivering,,,,10,Diario,0,0,0,2026-03-31,"7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-03-10T12:30:46-0500,-,-,-,"[BUK] Segmentos Jóvenes - FB",,,,,0,0,0,0,0,,,,,,,,,0,,0,,,,,0,,,0,,0,0,0,,,0,,,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,00:00:00,completed,2026-03-10,2026-03-10,2026-03-01,2026-03-10,2026-03-31,Interacción,120240665952090055,Buk,120240666282380055,120240666282360055,3327383120855148,,,0,,0,0,0,0,0,0,0,0,,0,0,,0,,,,,,,,,0,,
